Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Adam Buczkowski","CIN",,4,0,5.7272727272727275,21,0,0,0,0,33,154,30,22,21,2,19,8,2,0,44,"Adam Buczkowski","sa3058765",
"Reece Clapp","BRAD",22,3,1,4.753521254459469,22,0,0,0,6,47.1,206,52,26,25,3,21,3,5,0,44,"Reece Clapp","sa3058874",
"Mason Davenport","STET",20,1,4,7.297297297297297,16,6,0,0,0,37,178,44,36,30,9,21,3,2,0,44,"Mason Davenport","sa3058993",
"Hank Krift","ELON",,2,4,5.877551020408164,22,8,0,0,1,49,241,58,47,32,6,30,11,8,0,44,"Hank Krift","sa3059725",
"Trent Murphy","PFW",,2,5,7.407079395966677,21,0,0,0,0,37.2,197,45,39,31,5,28,9,11,1,44,"Trent Murphy","sa3060114",
"Brandon Langley","WCU",20,2,1,3.7058823529411766,25,0,0,0,8,34,154,28,17,14,0,23,3,1,0,44,"Brandon Langley","sa3062633",
"Ethan Glassman","OAK",,3,5,8.935252043779004,21,6,0,0,1,46.1,230,49,48,46,10,28,12,4,0,44,"Ethan Glassman","sa3065311",
"Chris Levonas","WAKE",,3,1,5.914285714285715,13,11,0,0,0,35,164,35,28,23,9,20,5,5,1,44,"Chris Levonas","sa3066386",
"Cooper Allen","UNCW",20,0,1,5.046728792039789,20,1,0,0,1,35.2,151,31,22,20,6,12,4,2,0,43,"Cooper Allen","sa3025912",
"Blake Barquin","JAX",,5,4,6.419580248330383,18,6,0,0,1,47.2,226,60,41,34,4,22,2,2,0,43,"Blake Barquin","sa3026617",
"Reese Bassinger","WVU",22,7,1,4.278688524590164,29,0,0,0,5,61,263,60,32,29,5,12,10,1,0,43,"Reese Bassinger","sa3026696",
"Trevor Callahan","MORE",23,1,4,9.330882614665386,20,5,0,0,0,45.1,231,69,49,47,10,31,4,8,0,43,"Trevor Callahan","sa3028285",
"Tyrelle Chadwick","ILST",,6,3,4.306034341153298,14,12,1,0,0,77.1,338,76,43,37,7,25,10,4,0,43,"Tyrelle Chadwick","sa3028716",
"Pierce Coppola","FLA",22,3,1,2.5312499245628737,7,7,0,0,0,21.1,92,12,7,6,1,9,4,1,0,43,"Pierce Coppola","sa3029364",
"Preston Crowl","VT",,2,0,3.896907369747648,25,0,0,0,1,32.1,160,35,17,14,2,26,2,4,0,43,"Preston Crowl","sa3029616",
"Ben DeMell","PSU",,5,3,4.6475408382872025,24,1,0,0,1,40.2,187,42,23,21,3,28,1,4,0,43,"Ben DeMell","sa3030123",
"Tommy Egan","UIC",,5,2,4.764705882352941,12,9,0,0,0,51,229,50,34,27,12,19,7,5,0,43,"Tommy Egan","sa3030832",
"Josh Emanuels","WASH",,2,2,4.137096901465905,22,0,0,0,3,41.1,175,35,20,19,3,14,6,0,0,43,"Josh Emanuels","sa3030922",
"Ryan Faulks","CSUF",23,2,1,3.3750001149518187,29,0,0,0,1,37.1,175,32,14,14,4,22,8,1,0,43,"Ryan Faulks","sa3031190",
"Braden Gebhardt","YSU",21,3,5,7.052238605207796,19,1,0,0,2,44.2,223,58,43,35,8,19,10,7,0,43,"Braden Gebhardt","sa3032082",
"Garrett Harker","BALL",22,4,2,5.142857142857143,22,0,0,0,8,42,197,43,26,24,5,19,11,5,0,43,"Garrett Harker","sa3033224",
"Aidan Keenan","STAN",,2,3,5.594594594594595,24,0,0,0,5,37,160,33,24,23,4,14,3,4,0,43,"Aidan Keenan","sa3035151",
"Dylan Marionneaux","NWST",,4,4,5.006622643038077,16,9,1,1,1,50.1,240,60,42,28,0,25,5,7,0,43,"Dylan Marionneaux","sa3037053",
"Brayden Marks","BRAD",21,2,4,9.668919168135131,17,5,0,0,1,49.1,255,81,56,53,13,26,6,1,0,43,"Brayden Marks","sa3037063",
"Jafet Martinez","ALST",,6,4,4.5,20,9,0,0,2,56,253,60,42,28,4,20,6,2,0,43,"Jafet Martinez","sa3037173",
"Kurt Marton","UCR",,1,4,7.582191582713935,20,7,0,0,0,48.2,239,69,48,41,8,22,6,4,0,43,"Kurt Marton","sa3037227",
"Adam Mrakitsch","CIN",22,1,3,6.154411937332489,16,7,0,0,0,45.1,219,58,36,31,7,29,3,4,0,43,"Adam Mrakitsch","sa3038502",
"Jaden Noot","LSU",21,2,1,4.263157980329774,19,5,0,0,1,31.2,139,28,17,15,3,15,2,5,0,43,"Jaden Noot","sa3038920",
"Evan Parmer","VMI",22,3,4,9.878048780487806,17,4,0,0,1,41,208,64,54,45,11,19,3,0,0,43,"Evan Parmer","sa3039491",
"Easton Rakers","LIN",,1,2,2.0300752461964096,23,0,0,0,4,44.1,183,40,13,10,4,15,3,0,0,43,"Easton Rakers","sa3040405",
"Ricky Reeth","ND",22,4,2,4.3125,22,0,0,0,3,48,199,44,24,23,5,12,7,5,0,43,"Ricky Reeth","sa3040550",
"Nick Remy","UMBC",,7,2,3.1875,21,3,0,0,4,48,200,36,18,17,4,14,1,4,0,43,"Nick Remy","sa3040611",
"Carson Revay","PAC",21,3,5,6.044775947320968,20,3,0,0,0,44.2,212,57,37,30,6,16,7,4,0,43,"Carson Revay","sa3040636",
"Randy Reyes","GRAM",24,4,4,6.906976897372243,14,12,1,0,0,57.1,289,61,56,44,7,43,17,7,0,43,"Randy Reyes","sa3040647",
"Joseph Sabbath","URI",,7,2,3.951219512195122,28,0,0,0,8,41,173,32,19,18,2,17,5,5,0,43,"Joseph Sabbath","sa3041389",
"Greg Shaw","CONN",,4,0,4.445121847824426,26,1,0,0,1,54.2,240,53,29,27,6,23,7,0,0,43,"Greg Shaw","sa3042087",
"Stone Simmons","MSST",,4,2,5.454545454545454,16,3,0,0,3,33,150,35,24,20,3,14,3,0,0,43,"Stone Simmons","sa3042313",
"Julian Tonghini","ARIZ",23,4,2,4.438356048417913,21,0,0,0,0,24.1,116,23,14,12,0,14,3,9,0,43,"Julian Tonghini","sa3043926",
"Dawson Tourney","AKR",,2,5,8.526315789473685,15,7,0,0,0,38,195,59,46,36,4,16,6,2,0,43,"Dawson Tourney","sa3043988",
"Kaleb Applebey","APSU",22,3,2,3.9789474483077893,18,0,0,0,8,31.2,144,27,14,14,1,20,4,2,0,43,"Kaleb Applebey","sa3058508",
"Aaron Arnold","WICH",,5,3,5.921052631578948,23,5,0,0,1,38,173,45,26,25,9,15,2,2,0,43,"Aaron Arnold","sa3058518",
"Hunter Bell","STO",,4,2,6.670588085610152,13,12,0,0,0,56.2,270,60,46,42,6,28,15,9,0,43,"Hunter Bell","sa3058605",
"Luke Broderick","NEB",,4,2,3.25,27,0,0,0,13,36,156,29,14,13,3,22,1,6,0,43,"Luke Broderick","sa3058729",
"Alessandro Castro","NEV",21,5,3,5.325688259778793,15,15,1,0,0,72.2,324,91,50,43,8,18,6,1,0,43,"Alessandro Castro","sa3058839",
"Joseph Chavana","XAV",23,3,1,4.909091030692832,20,9,0,0,1,51.1,252,60,37,28,6,35,5,7,0,43,"Joseph Chavana","sa3058857",
"Victor Frederick","SJU",,4,2,5.9810125138243535,12,10,0,0,0,52.2,250,60,40,35,4,19,16,2,0,43,"Victor Frederick","sa3059232",
"Walker Hooks","MISS",,1,2,4.821428735645456,22,2,0,0,1,37.1,169,43,22,20,5,12,3,4,1,43,"Walker Hooks","sa3059517",
"Donovann Jackson","UCSB",22,4,0,2.061068642272115,21,0,0,0,2,43.2,178,28,11,10,1,20,7,1,0,43,"Donovann Jackson","sa3059576",
"Gavin Kuzniewski","OSU",,3,5,6.75,18,7,0,0,0,56,266,61,53,42,9,37,7,4,0,43,"Gavin Kuzniewski","sa3059736",
"Brady Sasse","TOL",,4,3,3.5147929787448,14,11,0,0,0,56.1,232,50,24,22,6,15,3,1,0,43,"Brady Sasse","sa3060493",
"Gavin Sentell","NCAT",22,1,10,7.132075471698113,14,12,0,0,0,53,246,65,45,42,5,21,5,9,0,43,"Gavin Sentell","sa3060544",
"Gavin Thompson","BRAD",,3,6,8.678571428571429,18,8,0,0,0,56,281,80,58,54,10,29,5,3,0,43,"Gavin Thompson","sa3060742",
"Hayden Cuthbertson","M-OH",,4,2,8.07874040014133,19,10,0,0,0,42.1,199,50,39,38,4,15,8,6,0,43,"Hayden Cuthbertson","sa3062581",
"Sheldon Egger","WOF",,2,2,6.051724137931035,16,11,0,0,0,58,266,80,43,39,5,12,2,4,0,43,"Sheldon Egger","sa3062592",
"Cade Townsend","MISS",,1,0,6.352941176470588,15,8,0,0,0,34,153,28,30,24,4,20,6,7,0,43,"Cade Townsend","sa3065435",
"Tyler Timmerman","SIU",,5,3,6.176470588235294,14,10,0,0,0,51,245,57,38,35,6,23,17,2,0,43,"Tyler Timmerman","sa3065853",
"John Abraham","FSU",20,4,1,4.636363636363637,22,1,0,0,1,33,159,32,20,17,6,24,5,2,0,42,"John Abraham","sa3025709",
"Matt Alduino","QUIN",,3,3,6.136363503361539,20,11,0,0,3,58.2,284,59,44,40,4,38,15,6,0,42,"Matt Alduino","sa3025869",
"Peyton Brown","CAM",,3,2,4.4742858118174045,17,5,0,0,2,58.1,257,59,33,29,3,30,7,3,0,42,"Peyton Brown","sa3027871",
"Ben Bybee","ARK",21,3,0,4.378378378378378,18,3,0,0,0,37,162,38,20,18,6,15,1,0,1,42,"Ben Bybee","sa3028186",
"Jesus Campa","FAMU",,3,2,4.189655172413793,15,15,0,0,0,58,275,67,35,27,4,28,9,10,0,42,"Jesus Campa","sa3028313",
"Regan Carter","PAC",20,2,4,5.586207043515095,20,11,0,0,1,48.1,223,49,39,30,7,23,6,12,0,42,"Regan Carter","sa3028535",
"Chase Carver","BELL",,3,6,7.67772484087018,16,14,0,0,1,70.1,364,103,74,60,9,47,4,8,0,42,"Chase Carver","sa3028552",
"Donovan Chriss","SMC",21,3,2,6.204968797080264,12,12,0,0,0,53.2,252,68,37,37,3,20,8,1,0,42,"Donovan Chriss","sa3028888",
"Carter DeGondea","GASO",,4,1,3.7241379310344827,18,3,0,0,0,58,252,53,29,24,3,23,12,2,0,42,"Carter DeGondea","sa3030029",
"Kyle Demi","PITT",22,0,3,7.077670165040476,19,5,0,0,0,34.1,156,38,33,27,6,10,5,7,0,42,"Kyle Demi","sa3030128",
"Jermel Ford","ALCN",,0,13,13.99390211352134,14,14,0,0,0,54.2,322,82,99,85,7,66,18,10,0,42,"Jermel Ford","sa3031543",
"Daniel Gonzalez","ULM",,4,2,5.142857142857143,13,12,0,0,0,56,241,45,34,32,8,31,2,6,0,42,"Daniel Gonzalez","sa3032408",
"Garrett Gores","GONZ",22,2,2,6.29323326320887,19,2,0,0,3,44.1,210,55,36,31,7,17,5,1,0,42,"Garrett Gores","sa3032493",
"Gage Haley","LR",,2,2,7.7142855040881155,22,3,0,0,1,46.2,228,69,45,40,7,17,3,4,0,42,"Gage Haley","sa3032999",
"Grant Herron","MORE",,0,4,6.635593434854069,10,10,0,0,0,39.1,179,32,30,29,3,24,7,3,0,42,"Grant Herron","sa3033717",
"Jerek Hobb","GWEB",20,4,3,5.2886600018003795,27,0,0,0,0,32.1,159,19,26,19,2,28,15,5,0,42,"Jerek Hobb","sa3033889",
"Matthew Holzhammer","UL",22,2,4,6.5,21,3,0,0,4,36,174,29,28,26,6,27,9,4,0,42,"Matthew Holzhammer","sa3034042",
"Justin Kim","PRIN",,2,6,5.2550334225076405,19,2,0,0,3,49.2,228,53,33,29,6,22,7,4,0,42,"Justin Kim","sa3035374",
"Luke Krkovski","LAM",,3,0,5.192307844669866,20,0,0,0,2,43.1,196,38,25,25,3,22,7,4,0,42,"Luke Krkovski","sa3035727",
"Chet Lax","WRST",,5,2,5.178082056487566,19,6,0,0,0,48.2,223,56,30,28,4,20,8,2,0,42,"Chet Lax","sa3036082",
"Ian Lohse","MIZ",,0,4,6.480000247192392,11,7,0,0,0,33.1,155,32,29,24,8,14,7,0,0,42,"Ian Lohse","sa3036465",
"Tristan McGregor","PRES",20,2,7,8.672727272727272,13,13,0,0,0,55,273,79,63,53,5,22,11,4,0,42,"Tristan McGregor","sa3037617",
"Brandon Mikos","YSU",,5,3,7.603448275862069,14,11,0,0,0,58,271,75,52,49,11,29,3,3,0,42,"Brandon Mikos","sa3038000",
"Joey Mitchell","LIP",,2,1,6.872727034387518,17,0,0,0,1,36.2,184,41,38,28,5,22,7,3,0,42,"Joey Mitchell","sa3038169",
"Alex Overbay","UNLV",,4,2,5.142857142857143,20,0,0,0,7,28,130,29,17,16,3,18,2,3,0,42,"Alex Overbay","sa3039290",
"Ryan Renfroe","KENN",,3,2,6.685714285714286,25,3,0,0,1,35,174,38,36,26,8,22,8,5,0,42,"Ryan Renfroe","sa3040618",
"Zach Shaw","ULM",,3,1,8.056451860749394,21,1,0,0,0,41.1,200,54,38,37,7,20,5,4,0,42,"Zach Shaw","sa3042094",
"Nate Snead","TENN",21,4,2,4.0135136169617525,22,1,0,0,5,49.1,221,54,31,22,4,19,3,10,0,42,"Nate Snead","sa3042668",
"Nicholas Weyrich","MRSH",22,6,4,3.8,28,0,0,0,7,45,209,39,24,19,0,23,8,8,1,42,"Nicholas Weyrich","sa3045065",
"Matt Barnes","UCD",,1,3,4.621621621621622,20,6,0,0,0,37,167,32,20,19,1,17,10,5,0,42,"Matt Barnes","sa3058553",
"Sam Cole","WES",21,2,6,5.576087072125457,14,12,2,0,1,61.1,292,81,46,38,7,24,10,8,0,42,"Sam Cole","sa3058901",
"Harry Deliyannis","VAL",24,3,9,10.162921566114996,14,11,1,0,0,59.1,290,85,71,67,24,26,8,1,0,42,"Harry Deliyannis","sa3059030",
"Ryan Dusang","CHSO",24,3,0,3.7933885493440407,25,0,0,0,2,40.1,166,34,20,17,3,16,3,3,0,42,"Ryan Dusang","sa3059101",
"Logan Hastings","MD",,4,5,5.173652576431627,18,6,0,0,2,55.2,260,53,34,32,5,33,10,9,0,42,"Logan Hastings","sa3059433",
"Elijah Higginbottom","GCU",,6,0,4.32,18,1,0,0,1,50,223,58,26,24,4,9,4,6,0,42,"Elijah Higginbottom","sa3059492",
"Jonah Johnson","LMU",,5,2,5.142857142857143,13,5,0,0,0,35,160,30,22,20,2,19,4,4,0,42,"Jonah Johnson","sa3059612",
"Steele Murdock","UCSD",,1,3,5.6,15,8,0,0,1,45,220,57,31,28,3,26,5,7,0,42,"Steele Murdock","sa3060111",
"Brock Roundy","UTU",,3,3,8.617021276595745,14,10,0,0,0,47,242,62,53,45,10,30,9,1,0,42,"Brock Roundy","sa3060433",
"Will Sanford","ORE",,2,2,6.394736842105263,11,10,0,0,0,38,175,27,28,27,3,39,4,7,1,42,"Will Sanford","sa3060484",
"Blake Lobell","SELA",,7,1,3.896907369747648,13,13,1,0,0,64.2,284,68,33,28,6,17,7,5,0,42,"Blake Lobell","sa3065353",
"Grant Aycock","UNCG",,2,3,7.024390243902439,11,8,0,0,0,41,202,58,33,32,3,22,6,2,0,41,"Grant Aycock","sa3026334",
"Thomas Ballard","UAB",23,0,2,6.039473532639716,24,0,0,0,0,25.1,120,21,17,17,5,19,3,2,0,41,"Thomas Ballard","sa3026493",
"Tysen Benford","GAST",21,1,1,4.673076923076923,20,2,0,0,4,52,221,52,31,27,6,13,8,4,0,41,"Tysen Benford","sa3026952",
"Garrett Brewer","MSU",,2,2,4.456310844655114,17,0,0,0,1,34.1,150,29,20,17,4,13,4,3,1,41,"Garrett Brewer","sa3027662",
"Cade Dressler","VCU",23,0,6,9.362903513843891,16,7,0,0,0,41.1,220,64,50,43,8,32,3,8,0,41,"Cade Dressler","sa3030563",
"Jacob Dudan","NCSU",,2,2,3.9,22,1,0,0,5,30,134,27,19,13,3,17,4,7,0,41,"Jacob Dudan","sa3030600",
"Jarvis Evans","SC",22,4,2,5.894366355529741,13,9,0,0,0,47.1,204,50,31,31,11,17,6,5,0,41,"Jarvis Evans","sa3031074",
"Payton Gubler","BYU",,3,3,5.982035791499069,12,9,0,0,0,55.2,264,55,40,37,4,33,18,8,2,41,"Payton Gubler","sa3032817",
"Andrew Heffernan","MRMK",,3,7,4.598253121913157,12,12,1,0,0,76.1,328,80,49,39,10,14,10,0,0,41,"Andrew Heffernan","sa3033519",
"Chase Ingram","UAB",21,2,5,5.368421052631579,15,11,1,0,0,57,266,76,45,34,10,18,2,3,0,41,"Chase Ingram","sa3034429",
"Michael Lane","DSU",,1,4,2.516949233910164,7,7,0,0,0,39.1,178,29,20,11,2,23,5,4,0,41,"Michael Lane","sa3035918",
"Connor Mattison","GCU",,2,1,5.40000020599366,11,5,0,0,1,33.1,151,38,24,20,5,10,3,3,0,41,"Connor Mattison","sa3037339",
"Derek McCarley","ETSU",22,3,1,3.2977098276353844,21,2,0,0,1,43.2,187,33,22,16,6,19,7,2,0,41,"Derek McCarley","sa3037447",
"Josh Och","USM",20,2,0,4.706422183060329,24,0,0,0,1,36.1,161,24,20,19,3,22,10,3,0,41,"Josh Och","sa3039015",
"JD Ogden","BC",23,4,3,5.571428571428571,22,0,0,0,0,42,189,39,28,26,3,25,7,6,0,41,"JD Ogden","sa3039061",
"Jack Pineau","CREI",20,3,0,5.672268725731193,10,10,0,0,0,39.2,195,48,29,25,4,19,9,1,0,41,"Jack Pineau","sa3039937",
"Owen Poole","BGSU",,4,3,6.352941176470588,20,0,0,0,2,34,160,36,30,24,6,16,5,1,0,41,"Owen Poole","sa3040074",
"Kyle Rizy","BRY",,7,0,3.956896421600328,15,0,0,0,0,38.2,178,33,24,17,4,20,3,4,0,41,"Kyle Rizy","sa3040848",
"Kellen Roberts","EVAN",20,1,7,8.307692551471785,26,5,0,0,3,43.1,230,54,49,40,8,35,14,7,0,41,"Kellen Roberts","sa3040886",
"Will Smith","MIA",24,3,0,4.387500104606154,24,0,0,0,2,26.2,118,22,16,13,2,15,4,2,0,41,"Will Smith","sa3042655",
"Saul Soto","NMSU",21,4,4,6.5,18,5,0,0,2,54,256,57,40,39,7,29,8,3,0,41,"Saul Soto","sa3042774",
"Joe Steeber","UTA",24,4,5,5.75,15,12,0,0,0,72,341,95,56,46,9,21,10,6,0,41,"Joe Steeber","sa3042998",
"Danny Suarez","UCI",,1,1,11.1,16,5,0,0,0,30,164,40,38,37,7,30,4,7,0,41,"Danny Suarez","sa3043288",
"Eli Sundquist","MINN",24,4,1,2.967032904844328,18,0,0,0,1,30.1,136,25,10,10,3,20,2,7,0,41,"Eli Sundquist","sa3043335",
"Gage Wheaton","NIA",,1,5,11.53398100969559,17,7,0,0,0,34.1,189,37,45,44,10,44,7,10,0,41,"Gage Wheaton","sa3045072",
"Jackson Barberi","FLA",,2,1,4.453608422568741,20,5,0,0,0,32.1,152,37,19,16,6,19,4,2,0,41,"Jackson Barberi","sa3058551",
"Easton Barrett","ASU",,4,2,4.310924231555707,17,10,0,0,0,39.2,188,39,25,19,3,29,4,0,2,41,"Easton Barrett","sa3058560",
"Quinn Berglin","RUTG",23,3,4,4.108695652173913,22,4,0,0,5,46,215,44,22,21,2,26,9,4,0,41,"Quinn Berglin","sa3058628",
"Talin Gardini","SMC",,3,1,5.734513080748395,22,2,0,0,0,37.2,180,38,24,24,3,27,8,9,0,41,"Talin Gardini","sa3059274",
"Marcus Goodpaster","BUT",22,3,6,7.407079395966677,14,13,0,0,0,75.1,357,109,70,62,17,23,9,2,0,41,"Marcus Goodpaster","sa3059327",
"Zach Kilby","FAU",21,2,2,5.4000001287460355,22,6,0,0,0,53.1,243,54,34,32,8,28,4,1,0,41,"Zach Kilby","sa3059677",
"Pedro Leon","HC",,2,3,5.567010528210926,15,1,0,0,3,32.1,159,39,22,20,4,24,2,4,0,41,"Pedro Leon","sa3059796",
"Ethan Marzo","MRST",,2,0,3.345132630436564,18,1,0,0,3,37.2,168,23,15,14,3,31,6,6,0,41,"Ethan Marzo","sa3059941",
"William Schmidt","LSU",,7,0,4.731958948979287,17,6,0,0,0,32.1,152,28,18,17,6,22,5,15,0,41,"William Schmidt","sa3060516",
"Griffin Smith","WSU",21,5,6,5.730612423351441,16,14,2,0,0,81.2,363,97,63,52,14,18,5,2,0,41,"Griffin Smith","sa3060612",
"Carrson Sova","BGSU",,3,3,5.701863218938621,17,12,0,0,0,53.2,256,59,42,34,7,26,8,10,2,41,"Carrson Sova","sa3060641",
"Cameron Teinert","OMA",,1,4,6.342281716819565,17,3,0,0,0,49.2,221,58,37,35,5,14,7,6,0,41,"Cameron Teinert","sa3060725",
"Colin Trizuto","WAG",21,4,3,4.962162059842454,15,15,0,0,0,61.2,284,65,43,34,5,19,14,1,0,41,"Colin Trizuto","sa3060790",
"James Wilson","JVST",,3,3,4.183098703924332,18,9,0,0,1,47.1,203,33,24,22,6,26,9,4,2,41,"James Wilson","sa3060940",
"Ty Zahradnik","UTA",,1,3,5.400000108417714,20,0,0,0,2,31.2,151,40,21,19,3,14,8,3,0,41,"Ty Zahradnik","sa3061002",
"AJ Camp","CLT",20,6,0,5.120689486776895,26,0,0,0,0,38.2,171,32,22,22,7,19,3,4,0,41,"AJ Camp","sa3062566",
"Chris Fidanza","MAN",21,3,2,3.5454545454545454,15,0,0,0,2,33,142,26,19,13,2,21,3,4,0,41,"Chris Fidanza","sa3062596",
"Brayden Krenzel","TENN",,3,0,4.408163093716248,20,2,0,0,0,32.2,145,35,17,16,3,19,3,0,0,41,"Brayden Krenzel","sa3062629",
"Skylar Jones","UNO",,3,1,6.749999853697693,12,5,0,0,0,29.1,160,28,26,22,1,32,14,16,0,41,"Skylar Jones","sa3065333",
"Gavin Soares","BC",,4,1,2.160000082397464,16,0,0,0,1,33.1,136,22,9,8,3,11,2,5,0,41,"Gavin Soares","sa3065419",
"Brady Miller","BC",,4,1,4.271186440677966,16,12,0,0,0,59,265,60,35,28,7,26,8,3,1,41,"Brady Miller","sa3066389",
"David Andolina","LEH",,1,5,10.914893395547798,16,7,0,0,1,31.1,187,45,43,38,2,37,9,4,0,40,"David Andolina","sa3026075",
"Joe Ariola","WAKE",21,0,0,5.1081082397695035,21,2,0,0,0,24.2,122,15,18,14,1,28,3,3,1,40,"Joe Ariola","sa3026188",
"Bryce Armstrong","FRES",,2,3,5.912408594495994,14,7,0,0,0,45.2,219,58,34,30,4,25,6,3,0,40,"Bryce Armstrong","sa3026202",
"Ian Barrett","FDU",,1,2,9.529411764705882,22,1,0,0,0,34,177,51,44,36,4,25,5,2,0,40,"Ian Barrett","sa3026635",
"Jack Bowery","NE",21,3,0,3.473684210526316,15,5,0,0,4,57,239,49,27,22,5,10,7,2,0,40,"Jack Bowery","sa3027479",
"Matt Boyer","PEPP",24,3,4,5.5227272727272725,9,9,0,0,0,44,213,60,39,27,0,14,6,3,0,40,"Matt Boyer","sa3027515",
"Thomas Burns","TEX",20,1,2,3.7125000885128996,19,0,0,0,4,26.2,114,17,13,11,4,16,3,0,0,40,"Thomas Burns","sa3028094",
"Will Clements","TULN",,1,1,7.411764705882353,22,5,0,0,0,34,168,41,30,28,1,24,9,5,0,40,"Will Clements","sa3029031",
"Avery Cook","PUR",24,3,2,4.5,28,0,0,0,9,42,197,41,23,21,4,18,12,0,1,40,"Avery Cook","sa3029294",
"Luke Delongchamp","BRY",,1,4,4.963235433332652,15,15,0,0,0,45.1,225,56,38,25,4,20,9,6,0,40,"Luke Delongchamp","sa3030098",
"Ethan Dillinger","AFA",,1,2,6.212389170810761,15,5,0,0,0,37.2,187,48,28,26,6,24,5,4,0,40,"Ethan Dillinger","sa3030338",
"Nick DiRito","UML",,5,0,3.744525443180796,15,4,0,0,4,45.2,208,39,24,19,1,28,6,10,0,40,"Nick DiRito","sa3030371",
"Jackson Elizondo","UIW",,3,5,7.132075471698113,10,10,0,0,0,53,250,63,43,42,8,20,10,4,0,40,"Jackson Elizondo","sa3030874",
"Abdriel Figueroa","USI",,0,1,4.885714285714286,22,1,0,0,3,35,167,38,23,19,1,20,9,6,0,40,"Abdriel Figueroa","sa3031310",
"Jakob Guardado","PAC",23,2,3,6.596590766113655,17,8,0,0,0,58.2,266,66,47,43,13,20,9,9,0,40,"Jakob Guardado","sa3032808",
"Sam Heyman","SEMO",,6,6,5.513088895126884,14,14,0,0,0,63.2,295,74,49,39,5,29,8,7,0,40,"Sam Heyman","sa3033755",
"Huxley Holcombe","COR",,3,2,6.903408941281731,11,9,0,0,0,58.2,274,65,53,45,7,28,12,7,0,40,"Huxley Holcombe","sa3033952",
"Peyton Huff","SOU",20,2,1,4.5,17,0,0,0,4,30,151,28,20,15,2,31,3,3,0,40,"Peyton Huff","sa3034246",
"Jacob Hustedde","MUR",,2,0,4.725,15,5,0,0,0,40,179,36,24,21,7,27,0,5,0,40,"Jacob Hustedde","sa3034364",
"Alex Kranzler","VAN",20,6,1,3.6160715517340916,18,0,0,0,3,37.1,154,34,18,15,5,7,1,2,0,40,"Alex Kranzler","sa3035688",
"Charlie Krebs","MRSH",20,5,2,2.923566950016069,27,0,0,0,0,52.1,226,36,25,17,2,24,6,6,0,40,"Charlie Krebs","sa3035700",
"Trey Maeker","BEL",,1,1,7.548387096774194,22,0,0,0,0,31,155,33,28,26,7,26,2,5,0,40,"Trey Maeker","sa3036844",
"Ben Magovern","BUCK",,4,3,5.126582154706589,11,11,0,0,0,52.2,253,58,35,30,6,21,4,0,0,40,"Ben Magovern","sa3036856",
"Brendan Parks","WES",,3,4,3.6666666666666665,14,1,0,0,4,27,134,18,19,11,2,28,4,4,0,40,"Brendan Parks","sa3039476",
"Ben Plumley","ILL",21,3,3,6.260869565217392,10,10,0,0,0,46,222,49,40,32,7,21,10,4,0,40,"Ben Plumley","sa3039999",
"Walter Quinn","GCU",,2,5,3.4615384615384617,25,0,0,0,11,39,174,31,18,15,2,24,3,2,0,40,"Walter Quinn","sa3040352",
"RJ Shunck","TOL",21,3,2,4.418181664963404,19,3,0,0,3,36.2,157,29,18,18,6,20,5,6,0,40,"RJ Shunck","sa3042239",
"Jack Stellano","BRAD",,3,1,7.867549867631265,19,6,0,0,0,50.1,253,70,47,44,5,33,6,5,0,40,"Jack Stellano","sa3043031",
"Tyler Stewart","SAC",22,1,4,5.102362357983998,13,11,0,0,0,42.1,185,42,28,24,8,10,5,1,0,40,"Tyler Stewart","sa3043115",
"Demarques Thompson","PV",21,1,5,8.466101968606916,28,1,0,0,0,39.1,227,43,48,37,2,55,16,13,5,40,"Demarques Thompson","sa3043752",
"Jake Torres","CP",23,6,4,2.9454545454545453,28,1,0,0,4,55,222,39,25,18,6,20,5,3,0,40,"Jake Torres","sa3043961",
"Cole Tremain","CAL",23,4,6,3.3750000946662033,24,6,0,0,1,45.1,198,34,23,17,3,17,13,0,0,40,"Cole Tremain","sa3044033",
"Jacob Wilson","CBU",,2,3,5.858490776871403,18,8,0,0,2,35.1,165,47,27,23,3,13,2,3,0,40,"Jacob Wilson","sa3045404",
"Gage Burdick","AMCC",,5,3,6.857142857142857,18,5,0,0,0,42,192,39,33,32,2,30,2,12,0,40,"Gage Burdick","sa3058771",
"Cooper Campbell","VCU",19,1,2,5.447368421052632,22,2,0,0,0,38,181,43,25,23,4,14,11,2,0,40,"Cooper Campbell","sa3058801",
"Zane Danielson","PFW",21,0,6,5.82035914848558,11,10,0,0,0,55.2,253,56,40,36,10,30,7,1,0,40,"Zane Danielson","sa3058987",
"Matthew Delvecchio","NIA",,6,7,4.719512195121951,17,15,0,0,0,82,380,85,61,43,6,35,14,6,0,40,"Matthew Delvecchio","sa3059033",
"Santiago Garcia","ORE",,3,0,4.2,24,0,0,0,4,30,125,18,14,14,8,19,1,9,0,40,"Santiago Garcia","sa3059273",
"Josh Gregoire","ULM",,3,2,2.3823529411764706,23,0,0,0,5,34,141,23,10,9,1,18,5,1,0,40,"Josh Gregoire","sa3059354",
